0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,39.714,38.509,37.152,34.173,30.846,29.771,25.591,21.208,13.657,11.851,12.005,12.958,12.958,10.292,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,39.741,38.166,36.724,33.536,30.004,28.932,26.327,17.189,12.158,9.903,11.621,10.004,6.073,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,39.144,38.117,36.246,32.0,29.520,27.308,21.991,14.784,13.299,9.609,4.370,2.812,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,38.969,37.666,35.232,30.237,29.520,9999.0,21.225,16.295,13.517,12.219,5.061,2.971,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,38.656,37.132,33.169,30.439,9999.0,9999.0,20.461,17.762,13.078,11.814,11.421,9.195,1.359,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,38.443,36.579,32.404,30.439,9999.0,9999.0,21.973,18.199,15.096,11.281,13.589,7.578,0.817,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,38.038,35.495,32.955,29.797,9999.0,9999.0,22.488,19.788,16.916,13.892,11.871,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,37.278,35.106,31.050,28.420,25.229,23.602,18.948,21.203,16.143,12.041,6.866,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,36.765,34.181,31.050,28.313,26.455,23.517,20.628,20.582,17.333,13.032,0.325,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,36.162,32.599,30.351,27.543,26.942,24.368,21.403,20.202,18.999,14.563,7.439,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,34.320,30.472,29.341,26.905,26.614,22.058,24.942,22.927,17.478,17.784,13.151,6.722,1.011,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,33.386,30.472,27.936,26.778,25.390,24.236,23.881,21.855,21.528,16.211,15.308,13.150,6.116,0.855,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,32.262,29.124,27.117,27.460,25.995,22.219,21.952,20.987,19.080,18.174,16.334,12.957,9.311,6.210,7.733,7.453,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,31.098,28.894,26.951,26.622,25.346,24.655,22.978,21.079,18.250,16.051,12.662,11.767,13.877,12.905,11.869,9.205,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,28.046,28.046,26.637,26.241,24.695,23.236,20.313,20.099,19.105,16.456,13.994,14.328,14.487,14.607,13.729,13.053,5.024,9999.0,9999.0,9999.0,9999.0,9999.0,0,0
0,0,27.044,26.450,24.919,23.750,21.621,19.378,17.175,14.417,14.105,14.105,15.718,15.859,15.261,15.004,13.712,13.053,11.116,1.182,9999.0,9999.0,9999.0,9999.0,0,0
0,0,26.980,25.889,24.445,22.152,20.160,18.408,16.434,14.721,13.488,12.757,15.173,15.701,15.461,14.331,13.124,11.880,11.117,6.116,6.116,9999.0,9999.0,9999.0,0,0
0,0,26.473,25.192,23.287,20.856,19.840,18.733,17.220,14.803,1.948,16.148,11.453,13.365,14.189,13.228,12.558,11.737,11.730,10.666,9.249,4.177,9999.0,9999.0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
